Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
240,536,935,457,265,211,153,127
251,468,931,492,276,212,144,131
244,462,883,495,284,230,146,133
260,519,1032,537,316,263,162,146
242,448,1006,467,295,241,148,138
197,426,923,427,240,207,124,111
182,424,915,391,225,197,120,107
187,426,956,414,231,198,128,110
173,404,833,381,193,146,105,91
200,464,824,419,211,172,116,104
198,551,870,468,242,170,111,111
237,595,903,494,263,190,132,133
271,640,973,520,298,218,160,154
303,724,1025,587,342,242,179,181
291,678,1031,559,331,227,173,175
314,655,1080,555,342,242,189,178
312,626,1139,560,332,230,182,173
313,663,1144,611,351,213,162,169
306,584,1185,615,327,197,150,153
301,597,1231,624,331,193,148,154
305,675,1164,605,310,200,147,161
301,789,1171,626,315,211,145,160
297,800,1205,597,276,213,152,158
273,833,1195,562,258,203,143,148
