Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
123,314,163,67,45,92,182,339
102,326,169,71,47,94,178,329
103,327,176,79,46,91,168,302
99,321,162,83,46,92,141,267
81,320,174,85,50,84,127,210
98,400,243,84,52,91,119,236
99,394,243,81,55,95,143,269
106,373,231,72,55,108,170,280
125,381,239,82,61,127,186,274
130,433,365,87,60,136,203,332
120,325,316,83,55,119,204,322
118,313,336,88,55,127,243,406
121,395,381,90,54,117,227,413
114,422,413,80,47,110,219,407
144,395,321,75,47,96,208,380
141,421,339,69,42,94,214,377
151,419,314,60,37,87,168,326
150,389,331,68,39,93,162,316
155,375,311,66,44,95,160,350
127,357,312,67,46,100,150,349
133,355,297,71,50,101,134,335
123,366,325,80,56,111,124,263
123,351,283,71,55,107,125,251
128,336,268,83,56,92,128,266
136,318,248,83,54,99,147,264
171,329,262,88,59,148,207,350
172,326,231,79,52,136,201,351
179,329,272,85,57,141,205,359
168,340,266,77,52,146,203,315
195,343,271,75,52,141,201,350
168,330,273,79,54,114,154,287
169,335,278,84,57,119,153,297
168,344,237,105,62,115,147,311
171,339,262,112,65,110,162,351
136,338,271,113,65,111,154,306
133,303,256,107,59,85,141,292
145,302,252,108,59,85,154,331
140,264,219,83,52,83,197,386
142,271,183,75,50,91,193,383
143,300,148,72,48,110,184,378
136,348,149,66,44,115,184,375
124,330,182,65,43,115,176,347
110,312,190,69,42,117,117,261
101,292,189,66,40,117,112,237
88,256,202,63,38,96,120,228
89,210,196,70,43,96,131,226
72,237,166,63,44,93,123,203
99,283,224,60,43,97,129,207
128,348,283,74,49,99,116,172
143,360,276,76,50,99,113,169
140,361,279,68,43,89,85,152
155,378,295,88,50,90,130,210
150,354,250,89,50,85,127,209
144,354,187,84,46,84,151,254
128,353,199,89,48,82,154,255
157,334,205,90,51,86,161,266
145,306,177,71,43,99,136,220
136,301,193,68,43,107,144,233
118,244,201,66,42,101,124,200
123,230,192,60,42,103,116,198
98,350,274,79,51,103,120,183
94,364,291,81,54,90,114,180
104,375,283,87,57,88,103,155
103,380,276,82,59,86,96,144
106,386,281,83,59,90,113,197
98,308,213,71,54,92,100,199
102,287,188,72,50,92,94,210
101,282,204,78,49,84,102,228
101,287,217,79,47,92,108,259
103,291,216,76,43,110,107,238
100,301,196,71,38,116,113,238
102,302,202,73,42,124,146,259
97,304,192,60,41,130,142,242
116,289,229,55,43,129,142,220
128,275,244,70,45,109,143,243
128,247,258,70,45,100,140,241
123,257,264,65,41,95,116,213
118,249,276,61,36,84,111,214
113,323,261,64,36,76,112,205
97,326,244,54,36,97,131,240
97,338,235,52,40,97,135,245
107,424,282,63,44,108,127,246
121,429,267,65,44,110,126,254
113,389,247,62,43,113,121,240
118,412,253,60,43,99,119,198
118,415,257,59,40,98,119,198
116,329,206,45,36,87,118,205
107,335,210,47,39,84,119,190
113,341,206,56,43,81,120,198
105,321,195,52,40,81,81,151
109,334,205,55,41,95,74,155
111,358,217,68,46,94,81,182
120,363,211,71,46,94,105,210
111,399,225,77,47,96,111,210
109,394,225,77,46,96,118,218
106,379,217,83,54,99,123,221
102,350,190,75,52,88,127,200
97,332,206,96,56,98,113,174
111,280,202,89,52,96,110,191
