Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
75,168,562,161,109,81,78,95
77,174,540,158,108,76,71,92
82,164,533,151,109,76,79,88
83,163,454,148,97,72,72,101
89,177,463,169,111,77,77,109
84,168,359,124,95,68,71,105
83,166,380,121,98,67,70,117
85,166,415,130,99,68,59,109
82,157,431,137,99,65,59,90
83,171,421,129,93,65,58,79
78,175,418,120,78,60,59,87
84,177,375,127,79,62,72,96
82,187,322,123,88,62,75,100
81,198,314,111,84,62,75,98
83,192,428,138,100,70,84,99
85,186,470,142,102,67,81,97
76,187,510,140,104,63,69,72
72,183,543,150,96,69,66,71
71,172,543,149,98,69,65,84
62,176,482,134,79,56,50,80
70,182,457,130,78,53,56,75
73,174,451,133,69,52,56,75
73,167,429,120,64,39,55,68
75,176,460,135,68,48,58,52
85,187,402,111,88,73,69,58
87,179,381,111,93,79,64,59
83,175,325,97,94,80,66,56
94,232,330,116,117,99,84,65
111,285,382,140,140,108,98,76
107,274,378,145,126,94,89,68
103,273,394,146,125,94,91,72
104,270,406,146,124,93,93,74
104,251,457,141,113,85,86,73
87,178,395,103,79,69,69,60
78,161,541,111,78,68,67,64
76,163,552,114,74,64,65,56
75,170,562,116,76,63,61,53
62,143,525,120,73,50,47,45
57,156,551,126,71,48,45,44
53,152,439,113,69,56,55,50
64,150,470,110,68,57,54,54
68,157,501,111,65,59,53,55
68,137,536,100,47,54,48,52
69,124,537,94,51,53,48,52
77,135,537,102,53,53,46,46
87,186,556,114,71,70,57,52
87,180,531,115,73,71,57,51
89,189,493,112,83,80,62,54
92,189,459,110,79,82,60,55
88,205,520,126,79,74,54,54
72,169,490,122,67,61,40,47
67,162,497,121,64,76,49,47
60,159,513,114,51,72,46,44
62,192,525,115,58,77,50,44
58,171,457,89,52,77,50,44
68,206,505,86,61,82,65,50
67,207,487,78,60,66,57,50
71,206,455,84,63,65,60,53
66,173,413,86,59,55,59,51
67,175,434,84,57,56,58,51
55,122,331,83,42,46,43,45
55,129,324,88,43,45,42,52
56,140,353,85,41,36,37,49
62,158,362,107,56,65,51,53
64,159,300,112,63,65,52,50
69,171,367,109,66,66,54,51
72,174,360,112,66,66,55,48
69,172,406,136,68,69,56,49
69,156,446,118,55,50,44,46
