Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
462,280,471,126,81,209,976,597
494,322,509,134,79,195,1030,670
476,376,524,172,91,197,999,665
482,417,544,177,93,192,1013,665
491,382,512,156,81,180,1048,649
480,449,502,162,87,229,1023,698
449,420,470,162,87,233,1025,657
423,373,502,123,74,249,1083,680
415,336,472,120,76,275,1104,688
428,407,473,124,87,293,982,721
428,336,433,118,81,247,953,600
487,344,427,115,82,250,973,665
538,367,362,102,78,222,915,671
517,360,354,101,75,196,782,649
512,295,341,96,65,157,825,611
500,325,341,99,73,184,854,629
462,317,343,98,73,206,745,528
412,302,327,101,79,215,747,539
422,329,358,93,81,241,877,611
415,327,378,88,77,240,972,672
416,337,401,96,85,219,901,682
420,348,428,92,81,205,899,646
393,345,423,88,79,220,893,600
448,365,433,101,91,274,852,596
431,338,393,102,93,283,700,528
455,296,434,87,80,277,787,499
449,298,451,100,91,287,877,520
455,348,460,105,97,300,901,556
386,318,460,132,89,250,917,500
442,331,477,142,90,239,920,503
394,338,439,144,91,233,911,534
386,362,409,144,82,211,877,536
375,341,427,158,77,170,803,461
349,404,396,131,68,124,696,470
345,404,421,123,69,152,773,569
392,445,425,132,75,175,731,544
396,445,420,131,75,174,637,514
432,438,377,117,70,172,672,553
492,417,371,116,74,174,704,553
459,415,350,121,78,179,672,505
502,384,384,129,79,218,694,534
531,409,396,131,87,240,757,572
531,440,397,125,85,239,825,546
550,440,411,121,89,289,973,609
536,459,432,125,82,288,1059,582
465,451,403,102,79,257,1066,553
416,407,434,92,69,240,1070,509
390,381,442,99,77,250,1153,498
345,415,426,100,73,245,1116,431
336,391,449,93,78,240,1015,444
373,400,456,96,77,240,1059,466
