Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
56,116,195,61,40,38,75,93
59,109,192,58,36,33,70,90
56,103,151,53,35,32,71,82
61,103,157,50,32,32,76,95
55,84,162,49,32,35,75,97
58,108,164,48,33,37,74,90
68,112,174,48,34,37,72,89
69,106,174,48,33,38,68,90
75,107,176,54,37,44,74,103
75,105,173,54,37,42,69,95
69,86,161,51,35,42,64,91
57,80,161,51,33,42,65,93
58,92,178,53,36,41,71,101
48,97,179,51,35,34,66,106
48,97,163,50,34,37,70,113
62,118,203,58,36,36,71,115
79,126,191,55,37,35,69,115
78,123,192,55,37,35,64,108
84,124,198,56,36,41,75,83
83,123,206,54,38,41,77,73
74,102,175,47,35,40,76,79
64,96,195,52,38,46,80,80
76,96,202,51,36,46,78,75
70,90,203,50,37,45,68,69
70,89,196,51,37,45,74,86
69,78,200,54,39,46,75,79
61,94,198,49,37,41,72,76
44,96,187,50,37,41,76,86
46,92,180,51,33,35,82,123
45,94,185,50,31,33,75,116
43,109,199,58,33,33,73,117
46,95,195,56,32,34,73,118
46,88,181,55,31,36,77,112
44,90,175,50,31,41,75,93
58,101,206,59,33,43,76,86
58,87,200,50,30,43,79,88
54,90,195,52,31,42,78,87
55,91,194,51,31,41,81,96
58,106,238,61,33,37,77,92
55,96,219,56,32,36,79,101
62,114,213,56,32,41,80,101
